,MP,OC,SC,SP,SPC,background,background
MP,29.0,0.0,0.0,0.0,0.0,10.0
OC,0.0,38.0,0.0,0.0,0.0,6.0
SC,0.0,0.0,27.0,0.0,0.0,16.0
SP,0.0,1.0,0.0,32.0,0.0,11.0
SPC,0.0,0.0,0.0,0.0,31.0,11.0
background,5.0,6.0,1.0,1.0,6.0,0.0
