,MP,OC,SC,SP,SPC,background,background
MP,30.0,0.0,0.0,0.0,0.0,9.0
OC,0.0,41.0,0.0,0.0,0.0,2.0
SC,0.0,0.0,33.0,0.0,0.0,10.0
SP,0.0,0.0,0.0,37.0,0.0,6.0
SPC,0.0,0.0,0.0,0.0,37.0,5.0
background,6.0,1.0,2.0,1.0,3.0,0.0
