,MP,OC,SC,SP,SPC,background,background
MP,33.0,0.0,0.0,0.0,0.0,6.0
OC,0.0,42.0,0.0,0.0,0.0,1.0
SC,0.0,0.0,38.0,1.0,0.0,5.0
SP,0.0,0.0,2.0,37.0,0.0,6.0
SPC,0.0,0.0,0.0,0.0,39.0,3.0
background,9.0,1.0,5.0,1.0,2.0,0.0
