,MP,OC,SC,SP,SPC,background,background
MP,31.0,0.0,0.0,0.0,0.0,8.0
OC,0.0,43.0,1.0,0.0,0.0,0.0
SC,0.0,0.0,37.0,0.0,0.0,6.0
SP,0.0,0.0,1.0,37.0,0.0,6.0
SPC,0.0,0.0,0.0,0.0,39.0,3.0
background,9.0,0.0,1.0,1.0,0.0,0.0
